player_id,num_games,win_rate,variance,profit,avg_bet,streak_length,is_skilled
91,81,0.55,0.121,2360,308,11,1
92,61,0.533,0.113,6808,278,5,1
93,115,0.556,0.141,3074,387,14,1
94,140,0.513,0.364,-907,384,12,0
95,296,0.607,0.169,3341,187,8,1
96,123,0.506,0.304,-962,175,11,0
97,289,0.524,0.338,-4125,385,11,0
98,193,0.517,0.102,3731,244,3,1
99,142,0.504,0.267,705,326,5,0
100,141,0.543,0.132,2884,182,9,1
101,139,0.513,0.064,1259,96,9,1
102,288,0.513,0.107,3062,386,10,1
103,50,0.555,0.198,1837,352,8,1
104,63,0.505,0.119,5050,414,10,1
105,236,0.576,0.184,1518,287,11,1
106,286,0.482,0.319,1803,241,9,0
107,278,0.513,0.452,-2582,135,10,0
108,93,0.529,0.121,1210,443,3,1
109,158,0.629,0.421,-1248,160,8,0
110,162,0.49,0.101,4601,229,10,1
111,275,0.55,0.1,543,426,1,1
112,199,0.469,0.346,-2517,399,11,0
113,111,0.574,0.051,3217,167,1,1
114,297,0.574,0.158,3850,252,8,1
115,228,0.537,0.195,3741,373,3,1
116,274,0.556,0.156,5563,191,6,1
117,175,0.497,0.36,-2422,210,6,0
118,297,0.532,0.152,4140,322,9,1
119,192,0.376,0.305,-1593,354,5,0
120,237,0.555,0.077,3134,84,1,1
121,113,0.585,0.071,3381,410,5,1
122,109,0.54,0.172,2521,428,14,1
123,111,0.576,0.109,2510,345,8,1
124,153,0.466,0.29,-4460,72,1,0
125,194,0.488,0.363,1646,153,8,0
126,88,0.426,0.242,2287,64,13,0
127,293,0.524,0.499,3166,490,1,0
128,278,0.475,0.261,775,371,10,0
129,172,0.48,0.361,521,352,4,0
130,265,0.503,0.362,5011,206,4,0
131,222,0.576,0.154,5033,341,10,1
132,76,0.447,0.473,-1025,87,6,0
133,72,0.57,0.073,2916,190,8,1
134,259,0.544,0.181,3070,405,4,1
135,169,0.47,0.221,2603,100,13,0
136,89,0.54,0.075,2294,469,6,1
137,106,0.438,0.268,-2198,448,5,0
138,250,0.46,0.436,1321,203,9,0
139,112,0.553,0.477,-494,440,2,0
140,211,0.508,0.21,1550,300,3,0
141,201,0.514,0.055,3415,210,1,1
142,112,0.455,0.264,-1441,98,7,0
143,133,0.614,0.458,-3258,112,13,0
144,98,0.518,0.11,1323,484,11,1
145,260,0.537,0.144,-186,335,8,1
146,67,0.552,0.358,-2001,162,2,0
147,215,0.539,0.1,3357,104,7,1
148,81,0.526,0.358,-588,136,7,0
149,81,0.578,0.054,4907,296,3,1
150,264,0.553,0.077,2804,146,12,1
151,57,0.488,0.417,-749,169,14,0
152,193,0.582,0.261,-2014,272,7,0
153,259,0.56,0.113,1123,51,1,1
154,246,0.438,0.314,-1632,168,12,0
155,54,0.586,0.104,1994,102,12,1
156,293,0.508,0.496,-1951,264,1,0
157,164,0.601,0.155,3131,330,7,1
158,295,0.45,0.24,3707,78,13,0
159,264,0.579,0.129,3809,91,4,1
160,215,0.493,0.349,-1358,125,7,0
161,155,0.479,0.28,-1292,268,8,0
162,61,0.547,0.136,6446,450,10,1
163,269,0.479,0.306,2909,359,11,0
164,100,0.507,0.22,-445,316,8,0
165,213,0.451,0.37,2107,147,7,0
166,201,0.505,0.264,358,85,4,0
167,276,0.512,0.487,465,250,10,0
168,294,0.512,0.112,1006,110,11,1
169,91,0.526,0.062,2886,157,12,1
170,271,0.549,0.489,-1188,66,10,0
171,104,0.457,0.487,89,388,8,0
172,198,0.54,0.391,1860,249,9,0
173,138,0.591,0.058,4542,75,10,1
174,248,0.491,0.068,2580,56,9,1
175,225,0.49,0.439,-1927,272,14,0
176,216,0.591,0.147,-1068,63,8,1
177,157,0.448,0.417,2555,413,7,0
178,169,0.572,0.296,393,259,1,0
179,286,0.51,0.054,3878,219,2,1
180,296,0.537,0.19,1220,428,7,1
181,293,0.549,0.137,2167,285,9,1
182,207,0.5,0.161,362,226,3,1
183,191,0.539,0.415,-904,342,9,0
184,242,0.543,0.069,1675,236,10,1
185,110,0.528,0.495,-3065,368,14,0
186,60,0.547,0.11,3081,398,6,1
187,292,0.422,0.253,147,267,9,0
188,299,0.468,0.217,2378,96,7,0
189,58,0.481,0.427,-2347,111,1,0
190,52,0.533,0.084,3949,138,9,1
191,191,0.546,0.109,4688,172,12,1
192,186,0.497,0.479,-375,444,11,0
193,265,0.543,0.13,3153,86,12,1
194,254,0.577,0.136,3053,89,2,1
195,140,0.562,0.128,3956,385,8,1
196,146,0.542,0.1,2597,94,9,1
197,219,0.516,0.257,-1259,182,11,0
198,107,0.552,0.202,-189,209,11,0
199,207,0.578,0.278,686,499,13,0
200,204,0.551,0.089,3134,237,8,1
201,212,0.48,0.206,-1340,282,2,0
202,205,0.53,0.231,373,245,4,0
203,277,0.544,0.156,2393,455,1,1
204,167,0.586,0.057,715,355,14,1
205,224,0.561,0.054,2211,444,1,1
206,160,0.597,0.152,2901,75,2,1
207,275,0.513,0.169,2733,206,11,1
208,81,0.557,0.148,2153,76,3,1
209,175,0.489,0.483,-2293,406,11,0
210,55,0.54,0.097,5323,107,12,1
211,64,0.527,0.18,3960,329,12,1
212,64,0.625,0.074,515,194,13,1
213,57,0.528,0.428,895,436,13,0
214,221,0.587,0.122,3737,255,7,1
215,175,0.466,0.26,3601,493,6,0
216,294,0.575,0.097,2021,254,1,1
217,70,0.545,0.122,1967,144,6,1
218,60,0.574,0.167,3638,441,11,1
219,228,0.542,0.198,2395,209,6,1
220,141,0.566,0.051,5672,402,2,1
221,82,0.476,0.297,2150,215,7,0
222,223,0.578,0.056,3828,477,1,1
223,252,0.601,0.142,5074,90,2,1
224,57,0.554,0.168,3783,160,11,1
225,56,0.533,0.379,3953,71,10,0
226,52,0.584,0.378,-920,61,13,0
227,94,0.422,0.341,2108,222,8,0
228,168,0.472,0.249,-163,451,3,0
229,86,0.516,0.152,3846,142,6,1
230,256,0.487,0.46,-3337,208,10,0
231,73,0.407,0.311,-1803,69,12,0
232,99,0.557,0.116,4570,166,2,1
233,277,0.501,0.139,2140,295,13,1
234,180,0.594,0.16,5070,404,10,1
235,149,0.56,0.124,2562,367,6,1
236,174,0.573,0.104,-1272,179,7,1
237,194,0.561,0.089,2869,278,5,1
238,242,0.477,0.491,693,352,11,0
239,244,0.492,0.117,2013,381,14,1
240,50,0.609,0.485,-2519,362,6,0
241,77,0.54,0.177,6115,93,8,1
242,160,0.541,0.067,3569,419,14,1
243,250,0.572,0.056,3077,168,3,1
244,278,0.544,0.126,3672,255,12,1
245,69,0.577,0.118,3519,476,2,1
246,221,0.447,0.24,183,357,2,0
247,173,0.558,0.117,2023,54,6,1
248,83,0.495,0.273,-53,75,8,0
249,281,0.48,0.439,558,338,1,0
250,80,0.446,0.395,3262,139,14,0
251,243,0.548,0.181,3493,122,5,1
252,208,0.528,0.321,711,181,6,0
253,247,0.539,0.313,-782,359,7,0
254,262,0.445,0.319,-2880,454,3,0
255,142,0.503,0.106,2544,477,6,1
256,60,0.599,0.143,4514,479,9,1
257,134,0.503,0.344,2252,166,13,0
258,202,0.508,0.137,531,349,4,1
259,92,0.534,0.415,1150,428,11,0
260,70,0.538,0.273,562,252,3,0
261,117,0.491,0.23,1106,430,4,0
262,166,0.52,0.17,1344,340,8,1
263,155,0.595,0.091,4159,181,10,1
264,143,0.528,0.254,-1936,446,7,0
265,105,0.472,0.475,1056,133,4,0
266,56,0.536,0.129,4728,96,11,1
267,168,0.512,0.378,4500,75,9,0
268,59,0.477,0.472,-2162,201,1,0
269,140,0.528,0.173,4342,109,7,1
270,138,0.557,0.118,1826,291,5,1
271,98,0.532,0.265,827,199,5,0
272,212,0.548,0.27,4421,127,13,0
273,234,0.516,0.241,-4,134,2,0
274,91,0.584,0.408,-1107,329,12,0
275,68,0.501,0.186,4568,158,14,1
276,281,0.584,0.11,5573,402,11,1
277,218,0.519,0.175,6119,493,5,1
278,76,0.51,0.139,4236,116,6,1
279,174,0.509,0.058,2716,221,2,1
280,258,0.55,0.1,3170,199,12,1
281,85,0.553,0.163,3566,360,10,1
282,207,0.598,0.102,2539,445,8,1
283,52,0.517,0.199,2525,409,8,1
284,114,0.552,0.144,4840,280,1,1
285,65,0.438,0.219,49,341,1,0
286,163,0.442,0.304,-3075,298,9,0
287,124,0.472,0.483,1626,360,6,0
288,199,0.513,0.455,-3,61,1,0
289,215,0.537,0.182,4749,207,14,1
290,116,0.53,0.062,4488,454,3,1
291,140,0.519,0.196,4969,305,10,1
292,243,0.499,0.382,1635,359,14,0
293,229,0.374,0.244,127,166,2,0
294,198,0.552,0.195,3794,145,12,1
295,80,0.356,0.232,586,439,13,0
296,179,0.452,0.218,834,467,10,0
297,179,0.582,0.386,-198,132,9,0
298,198,0.482,0.23,-1413,129,12,0
299,53,0.436,0.27,1252,429,4,0
300,101,0.548,0.417,850,165,14,0
301,276,0.515,0.174,297,278,13,1
302,182,0.549,0.122,2738,295,6,1
303,198,0.473,0.361,783,114,13,0
304,267,0.45,0.364,-61,240,5,0
305,232,0.538,0.148,3830,276,9,1
306,229,0.485,0.487,2052,162,9,0
307,66,0.564,0.171,3249,97,13,1
308,59,0.496,0.434,305,333,11,0
309,83,0.453,0.268,-4323,450,12,0
310,137,0.498,0.214,518,249,9,0
311,92,0.555,0.232,1150,66,5,0
312,70,0.527,0.199,-407,485,3,1
313,292,0.477,0.23,-872,399,6,0
314,57,0.58,0.144,1864,499,2,1
315,98,0.457,0.221,-1760,266,10,0
316,239,0.485,0.238,1373,396,8,0
317,167,0.575,0.128,2958,337,12,1
318,60,0.525,0.106,3302,383,12,1
319,266,0.535,0.189,1859,221,3,1
320,162,0.51,0.172,4369,168,7,1
321,61,0.492,0.427,565,198,14,0
322,95,0.577,0.148,4101,252,6,1
323,284,0.559,0.159,423,307,13,1
324,256,0.44,0.303,-79,327,11,0
325,238,0.533,0.232,2870,72,13,0
326,88,0.58,0.115,3307,185,10,1
327,193,0.568,0.182,4154,437,8,1
328,273,0.517,0.293,1633,454,14,0
329,268,0.474,0.435,-2220,469,6,0
330,139,0.559,0.052,3478,170,2,1
331,170,0.556,0.453,1568,119,8,0
332,150,0.486,0.393,-1883,443,8,0
333,276,0.562,0.05,1687,408,5,1
334,87,0.538,0.108,2382,322,7,1
335,53,0.59,0.231,162,235,7,0
336,181,0.549,0.14,2000,452,12,1
337,196,0.525,0.059,2994,158,12,1
338,107,0.578,0.128,4023,481,13,1
339,143,0.528,0.063,200,165,1,1
340,269,0.509,0.326,1153,309,4,0
341,96,0.543,0.176,1560,124,7,1
342,139,0.437,0.309,697,99,3,0
343,156,0.507,0.29,-3536,294,3,0
344,84,0.581,0.176,2707,470,4,1
345,198,0.442,0.24,-5744,309,14,0
346,88,0.356,0.419,-321,375,9,0
347,223,0.52,0.163,3452,201,9,1
348,262,0.521,0.087,1661,269,14,1
349,187,0.577,0.117,1795,254,6,1
350,122,0.534,0.059,2978,299,11,1
351,70,0.379,0.304,1768,176,2,0
352,297,0.518,0.182,3207,454,10,1
353,285,0.566,0.124,4881,70,2,1
354,180,0.458,0.301,1221,420,9,0
355,177,0.459,0.405,-328,338,1,0
356,110,0.535,0.131,905,472,6,1
357,66,0.433,0.454,1103,379,5,0
358,51,0.444,0.229,1300,193,3,0
359,216,0.464,0.354,147,493,11,0
360,148,0.531,0.075,1801,432,4,1
361,165,0.507,0.182,3142,263,4,1
362,63,0.541,0.198,655,75,1,1
363,115,0.497,0.473,-1471,146,10,0
364,276,0.559,0.173,1872,227,11,1
365,246,0.408,0.438,401,213,5,0
366,121,0.478,0.475,2562,153,2,0
367,109,0.579,0.098,3984,436,13,1
368,76,0.483,0.255,-807,150,12,0
369,156,0.58,0.195,2058,324,9,1
370,188,0.566,0.113,3008,424,5,1
371,207,0.447,0.465,856,272,11,0
372,177,0.502,0.358,-533,330,4,0
373,203,0.556,0.078,2470,314,4,1
374,227,0.559,0.198,2356,499,12,1
375,250,0.547,0.174,-360,335,10,1
376,70,0.532,0.186,5461,356,2,1
377,124,0.587,0.103,5281,374,12,1
378,143,0.502,0.238,271,321,2,0
379,276,0.536,0.076,3301,250,4,1
380,50,0.535,0.146,4166,53,10,1
381,96,0.45,0.21,-1355,166,5,0
382,293,0.572,0.15,4001,259,3,1
383,183,0.534,0.233,3799,425,14,0
384,191,0.554,0.107,4650,79,14,1
385,133,0.498,0.208,-605,151,7,0
386,225,0.566,0.176,4327,222,7,1
387,112,0.611,0.13,4413,324,4,1
388,169,0.561,0.064,5757,335,9,1
389,210,0.493,0.14,2555,276,9,1
390,127,0.548,0.468,3421,176,7,0
391,270,0.535,0.114,4192,316,14,1
392,262,0.528,0.175,3054,221,1,1
393,250,0.513,0.449,1283,265,1,0
394,94,0.534,0.187,3361,223,9,1
395,75,0.483,0.484,-710,87,4,0
396,206,0.57,0.24,2218,309,6,0
397,222,0.544,0.198,375,121,7,1
398,55,0.553,0.186,2295,429,10,1
399,234,0.489,0.259,-4135,340,13,0
400,105,0.579,0.178,6545,418,14,1
401,92,0.535,0.119,4163,294,1,1
402,111,0.535,0.092,2827,393,5,1
403,90,0.507,0.464,2661,232,9,0
404,190,0.485,0.335,226,176,14,0
405,50,0.574,0.465,-1418,494,5,0
406,61,0.44,0.416,2058,299,5,0
407,202,0.536,0.089,3220,264,1,1
408,133,0.465,0.315,685,176,4,0
409,278,0.544,0.163,1519,274,12,1
410,292,0.565,0.15,2747,154,10,1
411,100,0.547,0.145,3028,167,9,1
412,88,0.519,0.236,1273,51,13,0
413,180,0.516,0.052,3162,317,3,1
414,114,0.491,0.473,-1537,111,1,0
415,272,0.567,0.22,-281,326,6,0
416,195,0.463,0.363,-336,171,14,0
417,157,0.566,0.179,3733,384,9,1
418,72,0.54,0.311,-3497,362,6,0
419,173,0.52,0.075,5223,470,7,1
420,214,0.541,0.073,4169,206,10,1
421,195,0.508,0.061,4819,175,11,1
422,162,0.548,0.309,3231,165,8,0
423,279,0.607,0.071,2306,374,14,1
424,137,0.566,0.108,3009,204,14,1
425,156,0.517,0.054,2457,364,13,1
426,294,0.528,0.235,-590,219,12,0
427,84,0.512,0.448,1807,418,13,0
428,108,0.495,0.316,895,327,4,0
429,214,0.632,0.251,-3611,358,11,0
430,228,0.553,0.413,-934,299,1,0
431,223,0.444,0.449,1492,373,3,0
432,141,0.516,0.262,-715,322,3,0
433,131,0.583,0.143,5937,214,7,1
434,57,0.498,0.363,-1135,196,11,0
435,147,0.513,0.461,3538,198,6,0
436,280,0.513,0.283,-686,95,10,0
437,119,0.546,0.197,1241,285,4,1
438,119,0.497,0.093,4892,466,14,1
439,200,0.557,0.124,-629,291,1,1
440,230,0.497,0.448,571,288,4,0
441,158,0.508,0.218,-15,478,1,0
442,162,0.449,0.294,-1588,372,11,0
443,62,0.544,0.479,1578,263,11,0
444,103,0.612,0.393,920,253,2,0
445,201,0.511,0.438,3451,212,3,0
446,57,0.586,0.06,840,190,8,1
447,182,0.564,0.183,3728,84,2,1
448,153,0.577,0.284,-1392,309,14,0
449,151,0.524,0.39,-3711,222,2,0
450,110,0.464,0.453,672,429,6,0
451,115,0.545,0.094,1935,339,7,1
452,185,0.461,0.28,-941,167,13,0
453,102,0.509,0.266,2405,318,5,0
454,102,0.574,0.256,-957,232,7,0
455,239,0.589,0.133,2720,197,2,1
456,227,0.575,0.171,3839,71,14,1
457,53,0.52,0.281,-1017,168,14,0
458,131,0.567,0.091,4218,98,9,1
459,290,0.469,0.283,30,343,1,0
460,137,0.541,0.295,-1734,188,9,0
461,156,0.536,0.294,-976,149,2,0
462,100,0.543,0.313,-274,228,5,0
463,235,0.504,0.479,-1109,266,8,0
464,187,0.479,0.463,-1217,150,1,0
465,157,0.561,0.192,1794,250,5,1
466,260,0.55,0.108,1544,90,3,1
467,289,0.472,0.311,-2441,429,7,0
468,62,0.562,0.455,-640,65,9,0
469,215,0.552,0.265,-151,158,7,0
470,286,0.463,0.395,-835,323,3,0
471,119,0.514,0.157,5464,487,1,1
472,70,0.524,0.059,881,167,6,1
473,102,0.572,0.052,2230,214,6,1
474,51,0.543,0.111,-958,66,12,1
475,165,0.549,0.195,2605,237,10,1
476,114,0.582,0.166,1914,153,12,1
477,253,0.57,0.068,3887,183,7,1
478,273,0.579,0.128,1886,293,9,1
479,61,0.555,0.177,3076,209,11,1
480,274,0.503,0.081,4183,108,4,1
481,244,0.559,0.14,3224,254,12,1
482,221,0.501,0.489,461,77,6,0
483,66,0.467,0.242,-1195,75,9,0
484,94,0.577,0.075,3090,370,1,1
485,101,0.562,0.362,-1797,208,9,0
486,291,0.563,0.125,3297,410,11,1
487,103,0.499,0.164,1921,273,13,1
488,70,0.553,0.189,3617,495,2,1
489,251,0.545,0.134,1028,55,13,1
490,221,0.559,0.071,4031,380,13,1
491,60,0.598,0.066,1351,117,3,1
492,97,0.566,0.128,2831,381,11,1
493,138,0.459,0.409,2633,348,5,0
494,243,0.547,0.178,3602,401,4,1
495,143,0.57,0.249,2350,137,2,0
496,142,0.541,0.051,2998,150,12,1
497,205,0.569,0.083,1095,301,8,1
498,104,0.536,0.114,3398,426,13,1
499,157,0.46,0.287,677,297,7,0
500,83,0.468,0.318,2642,166,14,0
501,148,0.505,0.307,1175,323,13,0
502,142,0.491,0.148,4338,163,1,1
503,203,0.504,0.056,3048,427,1,1
504,71,0.48,0.485,1372,246,11,0
505,228,0.495,0.176,1857,158,12,1
506,96,0.571,0.447,-1069,133,2,0
507,158,0.512,0.1,3545,152,14,1
508,287,0.55,0.111,4064,329,11,1
509,240,0.587,0.166,1393,53,3,1
510,234,0.532,0.094,2926,414,5,1
511,230,0.535,0.216,-5116,187,8,0
512,152,0.446,0.269,-2171,228,6,0
513,245,0.561,0.455,1641,392,10,0
514,79,0.586,0.173,1528,255,9,1
515,289,0.594,0.149,419,108,7,1
516,219,0.458,0.434,1045,58,1,0
517,273,0.421,0.414,1585,454,5,0
518,290,0.61,0.105,7664,432,8,1
519,153,0.542,0.069,3330,175,9,1
520,211,0.473,0.304,1080,311,4,0
521,294,0.563,0.159,4168,224,13,1
522,241,0.38,0.249,-149,81,4,0
523,162,0.548,0.085,3682,364,13,1
524,183,0.525,0.216,99,242,5,0
525,129,0.488,0.44,538,196,12,0
526,172,0.556,0.152,3344,477,7,1
527,169,0.55,0.061,5029,255,8,1
528,244,0.433,0.249,1364,162,12,0
529,102,0.519,0.143,970,146,5,1
530,205,0.466,0.435,-303,367,2,0
531,282,0.517,0.058,4853,96,7,1
532,82,0.592,0.145,4719,63,7,1
533,177,0.479,0.283,520,387,10,0
534,106,0.499,0.493,-534,371,6,0
535,118,0.551,0.078,3567,474,1,1
536,226,0.425,0.262,-1300,394,3,0
537,51,0.578,0.195,1071,476,7,1
538,268,0.473,0.38,-543,133,3,0
539,115,0.559,0.383,2027,282,11,0
540,108,0.581,0.192,3407,203,9,1
541,102,0.544,0.138,3415,147,14,1
542,286,0.489,0.375,-86,354,9,0
543,132,0.547,0.176,3746,155,6,1
544,215,0.524,0.162,2788,176,9,1
545,160,0.537,0.159,590,459,3,1
546,141,0.597,0.086,4935,261,13,1
547,88,0.559,0.161,2648,96,1,1
548,159,0.454,0.219,-1663,110,2,0
549,111,0.581,0.224,1994,353,7,0
550,131,0.565,0.19,3708,126,8,1
551,180,0.593,0.161,4022,287,8,1
552,287,0.534,0.375,-418,394,7,0
553,237,0.541,0.4,-539,105,11,0
554,51,0.433,0.412,1385,217,4,0
555,156,0.534,0.117,4289,234,13,1
556,263,0.529,0.124,3006,373,12,1
557,178,0.475,0.397,2887,434,6,0
558,134,0.566,0.182,1441,158,4,1
559,84,0.495,0.366,1559,202,5,0
560,112,0.475,0.443,1138,438,4,0
561,283,0.508,0.085,1829,418,5,1
562,186,0.515,0.438,-4313,136,1,0
563,264,0.479,0.052,1417,334,5,1
564,190,0.462,0.347,2955,94,1,0
565,153,0.505,0.437,2241,143,6,0
566,82,0.52,0.16,325,171,10,1
567,164,0.505,0.382,-3054,255,7,0
568,96,0.431,0.266,-1129,461,8,0
569,156,0.487,0.114,5119,68,3,1
570,217,0.524,0.125,3801,190,6,1
571,211,0.498,0.48,3862,344,8,0
572,66,0.536,0.184,1073,56,10,1
573,152,0.485,0.438,-100,74,11,0
574,180,0.601,0.407,1916,429,9,0
575,205,0.582,0.12,4231,135,9,1
576,157,0.555,0.335,-1251,388,3,0
577,218,0.547,0.061,4535,79,9,1
578,195,0.549,0.06,3087,71,6,1
579,288,0.565,0.06,3066,362,1,1
580,131,0.56,0.33,-983,497,13,0
581,283,0.446,0.305,-1377,369,8,0
582,232,0.47,0.417,-4411,171,11,0
583,140,0.583,0.176,2393,442,12,1
584,173,0.505,0.328,-1158,363,5,0
585,222,0.59,0.164,1305,404,5,1
586,241,0.46,0.399,3012,432,12,0
587,206,0.535,0.141,1965,326,10,1
588,283,0.606,0.073,4664,219,13,1
589,60,0.458,0.294,-1304,89,13,0
590,179,0.543,0.352,-313,256,1,0
591,51,0.545,0.118,1377,367,1,1
592,111,0.517,0.191,4335,271,13,1
593,271,0.459,0.408,-1219,318,11,0
594,184,0.575,0.172,1151,437,7,1
595,119,0.533,0.424,1394,210,12,0
596,50,0.499,0.112,2610,145,3,1
597,54,0.549,0.435,711,266,8,0
598,236,0.602,0.115,3155,126,6,1
599,51,0.572,0.156,3884,87,11,1
600,189,0.585,0.171,1783,414,11,1
601,144,0.495,0.239,-1007,236,5,0
602,231,0.409,0.396,1281,340,6,0
603,208,0.569,0.164,4993,465,7,1
604,284,0.412,0.317,-3055,117,13,0
605,176,0.544,0.242,2339,202,4,0
606,260,0.541,0.106,4437,77,5,1
607,108,0.374,0.348,-2715,295,1,0
608,261,0.55,0.192,4073,238,2,1
609,104,0.51,0.216,1304,108,9,0
610,231,0.463,0.391,-970,309,1,0
611,153,0.48,0.4,3639,142,14,0
612,227,0.597,0.176,4280,167,4,1
613,215,0.521,0.11,7592,371,5,1
614,279,0.468,0.422,437,413,8,0
615,199,0.481,0.269,355,258,4,0
616,232,0.56,0.082,4198,94,11,1
617,233,0.531,0.286,-1608,122,3,0
618,261,0.534,0.381,-2042,362,8,0
619,144,0.478,0.304,658,358,7,0
620,226,0.572,0.096,3473,60,2,1
621,120,0.53,0.12,1942,407,8,1
622,209,0.542,0.196,2637,175,9,1
623,121,0.499,0.17,2305,159,8,1
624,143,0.429,0.291,-2599,85,5,0
625,135,0.556,0.061,3430,393,8,1
626,71,0.404,0.369,-300,145,14,0
627,241,0.509,0.243,5386,404,12,0
628,109,0.525,0.119,2963,362,7,1
629,230,0.514,0.159,-482,225,2,1
630,253,0.524,0.294,737,368,7,0
631,62,0.441,0.347,-998,257,9,0
632,125,0.562,0.308,-124,276,2,0
633,232,0.529,0.127,5535,446,13,1
634,290,0.513,0.374,-2510,395,14,0
635,103,0.515,0.312,-3033,209,11,0
636,240,0.511,0.092,3436,461,3,1
637,295,0.473,0.478,1666,249,7,0
638,111,0.539,0.17,1505,436,11,1
639,226,0.566,0.101,5442,357,9,1
640,218,0.507,0.357,-3336,432,6,0
641,62,0.59,0.058,5492,254,1,1
642,213,0.487,0.064,2123,107,8,1
643,268,0.53,0.186,1900,472,5,1
644,205,0.47,0.346,915,259,1,0
645,152,0.545,0.156,3910,387,13,1
646,262,0.439,0.401,1307,229,10,0
647,272,0.559,0.092,1635,362,4,1
648,231,0.461,0.301,1386,189,1,0
649,255,0.511,0.383,970,91,14,0
650,188,0.596,0.263,1728,270,5,0
651,217,0.491,0.22,1337,470,13,0
652,292,0.596,0.085,3206,188,8,1
653,198,0.505,0.48,504,205,11,0
654,55,0.441,0.454,2293,168,5,0
655,293,0.456,0.284,1910,107,13,0
656,107,0.58,0.143,4557,132,10,1
657,148,0.537,0.177,1769,475,2,1
658,89,0.56,0.191,3041,419,4,1
659,285,0.535,0.157,2038,336,8,1
660,191,0.542,0.257,-210,457,14,0
661,283,0.558,0.091,4087,260,3,1
